index	claim	evidence	label
375	PrimPol generates short DNA replication intermediates on the leading strand during DNA replication.	PrimPol activity is detectable in mitochondrial lysates from human and mouse cells but is absent from mitochondria derived from PRIMPOL knockout mice.	NOT_ENOUGH_INFO
376	Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.	BACKGROUND Screening for cervical cancer based on testing for human papillomavirus (HPV) increases the sensitivity of detection of high-grade (grade 2 or 3) cervical intraepithelial neoplasia, but whether this gain represents overdiagnosis or protection against future high-grade cervical epithelial neoplasia or cervical cancer is unknown.    CONCLUSIONS The addition of an HPV test to the Pap test to screen women in their mid-30s for cervical cancer reduces the incidence of grade 2 or 3 cervical intraepithelial neoplasia or cancer detected by subsequent screening examinations.	REFUTES
377	Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.	BACKGROUND Human papillomavirus (HPV) testing is known to be more sensitive, but less specific than cytology for detecting cervical intraepithelial neoplasia (CIN). Among women aged 35-60 years, at round one the relative detection (HPV vs cytology) was 2.00 (95% CI 1.44-2.77) for CIN2, 2.08 (1.47-2.95) for CIN3, and 2.03 (1.60-2.57) for CIN2 and 3 together. INTERPRETATION HPV-based screening is more effective than cytology in preventing invasive cervical cancer, by detecting persistent high-grade lesions earlier and providing a longer low-risk period.	REFUTES
378	Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.	Furthermore, significantly more cases of CIN grade 2 or worse were detected in the intervention group than in the control group (267 of 19 999 vs 215 of 20,106; 1·25, 1·05-1·50; p=0·015).	REFUTES
379	Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.	The relative rate of CIN III+ in the HPV arm versus the conventional arm was 1.44 (95% confidence interval 1.01 to 2.05) among all women invited for screening and 1.77 (1.16 to 2.74) among those who attended. CONCLUSIONS When incorporated into a well established organised screening programme, primary HPV screening with cytology triage was more sensitive than conventional cytology in detecting CIN III+ lesions.	SUPPORTS
380	Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.	BACKGROUND Human papillomavirus (HPV) testing is known to be more sensitive, but less specific than cytology for detecting cervical intraepithelial neoplasia (CIN). INTERPRETATION HPV-based screening is more effective than cytology in preventing invasive cervical cancer, by detecting persistent high-grade lesions earlier and providing a longer low-risk period.	SUPPORTS
381	Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.	After conservative treatment of cervical pre-cancer, HPV testing picks up more quickly, with higher sensitivity and not lower specificity, residual or recurrent high-grade CIN than follow-up cytology. Primary screening for hrHPV generally detects more CIN2, CIN3 or cancer compared to cytology at cut-off atypical squamous cells of undetermined significance (ASC-US) or LSIL, but is less specific.	SUPPORTS
382	Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.	Furthermore, significantly more cases of CIN grade 2 or worse were detected in the intervention group than in the control group (267 of 19 999 vs 215 of 20,106; 1·25, 1·05-1·50; p=0·015). INTERPRETATION Implementation of HPV DNA testing in cervical screening leads to earlier detection of clinically relevant CIN grade 2 or worse, which when adequately treated, improves protection against CIN grade 3 or worse and cervical cancer.	SUPPORTS
383	Pro-inflammatory cytokines are up repressed during tumor development.	Taken together, these findings provide exciting new potential targets for therapeutic intervention. Specific molecular pathways have been identified in which tumors can stimulate platelet production and activation; activated platelets can, in turn, promote tumor growth and metastasis.	NOT_ENOUGH_INFO
384	Pseudoknots are not evolutionarily conserved in most eukaryotes.	For MRP RNA for instance, this investigation increases the number of known sequences by a factor of three. We have used a bioinformatics approach based on conserved elements to computationally analyze available genomic sequences of eukaryotic organisms and have identified a large number of novel nuclear RNase P and MRP RNA genes. Although all sequences are able to fold into the consensus secondary structure of P and MRP RNAs, a striking variation in size is observed, ranging from a Nosema locustae MRP RNA of 160 nt to much larger RNAs, e.g. a Plasmodium knowlesi P RNA of 696 nt.	NOT_ENOUGH_INFO
385	Pure neural progenitor cell (NPC) populations can only be obtained from cell cultures that undergo passaging, filtration, or other isolation and cell sorting methods.	Neural lineage induction was followed by growth factor addition in basal culture media. The extrinsic factors EGF plus FGF-2 are sufficient to sustain pure symmetrical self-renewing divisions of NS cells. In the presence of only EGF and FGF-2, resulting NS cells proliferate continuously, are diploid, and clonogenic. Ex vivo expansion of pure populations of tissue stem cells has proven elusive.	NOT_ENOUGH_INFO
386	Pyridostatin decreases telomere fragility in BRCA2-deficient cells.	Treatment with the G4-stabilizing compound pyridostatin (PDS) increases telomere fragility in BRCA2-deficient cells, suggesting that G4 formation drives telomere instability.	REFUTES
387	Pyridostatin deregulates G2/M progression.	Remarkably, PDS reduces proliferation of HR-defective cells by inducing DSB accumulation, checkpoint activation, and deregulated G2/M progression and by enhancing the replication defect intrinsic to HR deficiency.	SUPPORTS
388	Pyridostatin encourages proliferation of homologous recombination - defective cells.	Remarkably, PDS reduces proliferation of HR-defective cells by inducing DSB accumulation, checkpoint activation, and deregulated G2/M progression and by enhancing the replication defect intrinsic to HR deficiency.	REFUTES
389	Pyridostatin induces checkpoint activation.	Remarkably, PDS reduces proliferation of HR-defective cells by inducing DSB accumulation, checkpoint activation, and deregulated G2/M progression and by enhancing the replication defect intrinsic to HR deficiency.	SUPPORTS
390	Pyridostatin induces double-strand breaks accumulation.	Remarkably, PDS reduces proliferation of HR-defective cells by inducing DSB accumulation, checkpoint activation, and deregulated G2/M progression and by enhancing the replication defect intrinsic to HR deficiency.	SUPPORTS
391	Pyridostatin reduces proliferation of homologous recombination - defective cells.	Remarkably, PDS reduces proliferation of HR-defective cells by inducing DSB accumulation, checkpoint activation, and deregulated G2/M progression and by enhancing the replication defect intrinsic to HR deficiency.	SUPPORTS
392	R2D2 stops miRNA production by increasing the selectivity of Dcr2 for long dsRNA.	What makes the two Dicers specific for their biological substrates? We show that Dicer-2 is a dsRNA-stimulated ATPase that hydrolyzes ATP to ADP; ATP hydrolysis is required for Dicer-2 to process long dsRNA, but not pre-miRNA. Wild-type Dicer-2, but not a mutant defective in ATP hydrolysis, can generate siRNAs faster than it can dissociate from a long dsRNA substrate. We propose that the Dicer-2 helicase domain uses ATP to generate many siRNAs from a single molecule of dsRNA before dissociating from its substrate.	NOT_ENOUGH_INFO
393	RA activation of DIF2 and NB4 cells induces hallmarks of transcriptionally active promoters.	This strategy, based at least in part on an HMT-dependent inhibitory histone code, imposes a requirement for specific histone demethylases, including LSD1, to permit ligand- and signal-dependent activation of regulated gene expression.	NOT_ENOUGH_INFO
394	RAD52 is involved in break-induced DNA replication (BIR).	We therefore propose that mammalian RAD52 facilitates repair of collapsed DNA replication forks in cancer cells.	SUPPORTS
395	RAD52 is involved in break-induced DNA replication (BIR).	ALT-associated replication defects trigger mitotic DNA synthesis (MiDAS) at telomeres in a RAD52-dependent, but RAD51-independent, manner.	SUPPORTS
396	RAD52 is involved in break-induced DNA replication (BIR).	At CFSs, this fragility is associated with a delay in the completion of DNA replication until early mitosis, whereupon cells are proposed to switch to a RAD52-dependent form of break-induced replication. We propose a model whereby replication stress initiates a RAD52-dependent form of break-induced replication that bypasses a requirement for MUS81-EME1 to complete DNA synthesis in mitosis.	SUPPORTS
397	RANK-RANKL pathway signalling has no known association with development of Aire-expressing medullary thymic epithelial cells.	Here, we demonstrate crucial regulation of mTEC development by receptor activator of NF-kappaB (RANK) and CD40 signals. Whereas only RANK signaling was essential for mTEC development during embryogenesis, in postnatal mice, cooperation between CD40 and RANK signals was required for mTEC development to successfully establish the medullary microenvironment. Ligation of RANK or CD40 on fetal thymic stroma in vitro induced mTEC development in a tumor necrosis factor-associated factor 6 (TRAF6)-, NF-kappaB inducing kinase (NIK)-, and IkappaB kinase beta (IKKbeta)-dependent manner. These results show that developmental-stage-dependent cooperation between RANK and CD40 promotes mTEC development, thereby establishing self-tolerance.	REFUTES
398	RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.	Here we showed that emergence of the first cohorts of Aire(+) mTECs at this key developmental stage, prior to αβ T cell repertoire selection, was jointly directed by Rankl(+) lymphoid tissue inducer cells and invariant Vγ5(+) dendritic epidermal T cell (DETC) progenitors that are the first thymocytes to express the products of gene rearrangement. Hence, our data attributed a functional importance to the temporal development of Vγ5(+) γδ T cells during thymus medulla formation for αβ T cell tolerance induction and demonstrated a Rank-mediated reciprocal link between DETC and Aire(+) mTEC maturation.	SUPPORTS
399	RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.	Here, we demonstrate crucial regulation of mTEC development by receptor activator of NF-kappaB (RANK) and CD40 signals. Whereas only RANK signaling was essential for mTEC development during embryogenesis, in postnatal mice, cooperation between CD40 and RANK signals was required for mTEC development to successfully establish the medullary microenvironment. Ligation of RANK or CD40 on fetal thymic stroma in vitro induced mTEC development in a tumor necrosis factor-associated factor 6 (TRAF6)-, NF-kappaB inducing kinase (NIK)-, and IkappaB kinase beta (IKKbeta)-dependent manner. These results show that developmental-stage-dependent cooperation between RANK and CD40 promotes mTEC development, thereby establishing self-tolerance.	SUPPORTS
400	RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.	We show that RANKL signals from this cell promote the maturation of RANK-expressing CD80−Aire− mTEC progenitors into CD80+Aire+ mTECs, and that transplantation of RANK-deficient thymic stroma into immunodeficient hosts induces autoimmunity. Collectively, our data reveal cellular and molecular mechanisms leading to the generation of Aire+ mTECs and highlight a previously unrecognized role for CD4+3−RANKL+ inducer cells in intrathymic self-tolerance.	SUPPORTS
401	RTEL1 interacts with TRF2 through a C4C4 motif	We show that the TRF2-RTEL1 interaction is mediated by a metal-coordinating C4C4 motif in RTEL1, which is compromised by the Hoyeraal-Hreidarsson syndrome (HHS) mutation, RTEL1(R1264H).	SUPPORTS
402	RUNX is not expressed in skin tissue.	Each of these successive clock waves is associated with a peak in the expression of subsets of transcripts that temporally segregate the predisposition of epidermal stem cells to respond to cues that regulate their proliferation or differentiation, such as TGFβ and calcium. We hypothesize that this intricate mechanism ensures homeostasis by providing epidermal stem cells with environmentally relevant temporal functional cues during the course of the day and that its perturbation may contribute to aging and carcinogenesis. Human skin copes with harmful environmental factors that are circadian in nature, yet how circadian rhythms modulate the function of human epidermal stem cells is mostly unknown. Here we show that in human epidermal stem cells and their differentiated counterparts, core clock genes peak in a successive and phased manner, establishing distinct temporal intervals during the 24 hr day period.	NOT_ENOUGH_INFO
403	RUNX1 is downregulated or mutated in TLX1 T-ALL.	Notably, a network structure analysis of this hierarchical network identified RUNX1 as a key mediator of the T-ALL induced by TLX1 and TLX3 and predicted a tumor-suppressor role for RUNX1 in T cell transformation. Overall, these results place TLX1 and TLX3 at the top of an oncogenic transcriptional network controlling leukemia development, show the power of network analyses to identify key elements in the regulatory circuits governing human cancer and identify RUNX1 as a tumor-suppressor gene in T-ALL.	SUPPORTS
404	Rapamycin delays aging in fruit flies.	We show here that feeding rapamycin to adult Drosophila produces the life span extension seen in some TOR mutants.	SUPPORTS
405	Rapid phosphotransfer rates are correlated with histidine kinase regulator specificity.	Introduction of this methionine and an adjacent alanine residue into a range of noncognate CheYs, dramatically changed their specificity, allowing protein interaction and rapid phosphotransfer from CheA(3)-P. The structure presented here has allowed us to identify specificity determinants for the CheA-CheY interaction and subsequently to successfully reengineer phosphotransfer signalling.	SUPPORTS
406	Recognition of start codons depends on the translation initiation factor IF3.	IF3 and tRNA undergo large conformational changes to facilitate the accommodation of the formylmethionyl-tRNA (fMet-tRNA(fMet)) into the P site for start codon recognition.	SUPPORTS
407	Reduced phosphorylation of PP2A increases HDAC4 dephosphorylation by enhancing PP2A-HDAC4 interaction.	In ATM deficiency, enhanced PP2A activity leads to HDAC4 dephosphorylation and the nuclear accumulation of HDAC4. To remain cytoplasmic, HDAC4 must be phosphorylated. The activity of the HDAC4 phosphatase, protein phosphatase 2A (PP2A), is downregulated by ATM-mediated phosphorylation. Here we report that ataxia telangiectasia mutated (ATM) deficiency causes nuclear accumulation of histone deacetylase 4 (HDAC4) in neurons and promotes neurodegeneration.	NOT_ENOUGH_INFO
408	Reduced phosphorylation of PP2A suppresses HDAC4 dephosphorylation.	Blocking either HDAC4 activity or its nuclear accumulation blunts these neurodegenerative changes and rescues several behavioral abnormalities of ATM-deficient mice. The activity of the HDAC4 phosphatase, protein phosphatase 2A (PP2A), is downregulated by ATM-mediated phosphorylation. Here we report that ataxia telangiectasia mutated (ATM) deficiency causes nuclear accumulation of histone deacetylase 4 (HDAC4) in neurons and promotes neurodegeneration. Our results define a crucial role of the cellular localization of HDAC4 in the events leading to ataxia telangiectasia neurodegeneration. Ataxia telangiectasia is a neurodegenerative disease caused by mutation of the Atm gene. Nuclear HDAC4 binds to chromatin, as well as to myocyte enhancer factor 2A (MEF2A) and cAMP-responsive element binding protein (CREB), leading to histone deacetylation and altered neuronal gene expression.	NOT_ENOUGH_INFO
409	Reduced responsiveness to interleukin-2 in regulatory T cells is associated with autoimmune diseases such as Type 1 Diabetes.	In order to test directly that an approximately twofold reduction in IL-2 underpins the Idd3-linked destabilization of immune homeostasis, we show that engineered haplodeficiency of Il2 gene expression not only reduces T cell IL-2 production by twofold but also mimics the autoimmune dysregulatory effects of the naturally occurring susceptibility alleles of Il2. Reduced IL-2 production achieved by either genetic mechanism correlates with reduced function of CD4+ CD25+ regulatory T cells, which are critical for maintaining immune homeostasis.	SUPPORTS
410	Reducing H3k4me3 methylation induces mouse epiblast stem cells to naive pluripotency efficiently.	Here, we show that blocking histone H3K4 methyltransferase MLL1 activity with the small-molecule inhibitor MM-401 reprograms mouse epiblast stem cells (EpiSCs) to naive pluripotency.	SUPPORTS
411	Reduction of Rpl38 alters the composition of the Hox gene mRNAs translation in mice without lowering overall protein synthesis.	In Rpl38 mutant embryos, global protein synthesis is unchanged; however the translation of a select subset of Homeobox mRNAs is perturbed.	SUPPORTS
412	Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpA in 2D BN-PAGE gels.	We describe the identification of a multiprotein complex required for the assembly of proteins in the OM of Escherichia coli. These genetic interactions suggest a role for YfgL, one of the lipoprotein components of the protein assembly complex, in a homeostatic control mechanism that coordinates the overall OM assembly process. We also demonstrate genetic interactions between genes encoding components of this protein assembly complex and imp, which encodes a protein involved in the assembly of lipopolysaccharides (LPS) in the OM. Assembly of this essential organelle occurs outside the cytoplasm in an environment that lacks obvious energy sources such as ATP, and the mechanisms involved are poorly understood. Gram-negative bacteria have an outer membrane (OM) that functions as a barrier to protect the cell from toxic compounds such as antibiotics and detergents. The OM is a highly asymmetric bilayer composed of phospholipids, glycolipids, and proteins.	NOT_ENOUGH_INFO
413	Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpF in 2D BN-PAGE gels.	The OM is a highly asymmetric bilayer composed of phospholipids, glycolipids, and proteins.	NOT_ENOUGH_INFO
414	Removal of H3K9me3 by ectopic expression of other H3K9 demethylases improves reprogramming efficiency in SCNT experiments.	Moreover, KDM4E plays a more crucial role in IVF and SCNT embryonic development, and overexpression of KDM4E can restore the global transcriptome, improve blastocyst formation and increase the cloning efficiency of SCNT embryos.	SUPPORTS
415	Replacement of OCT4 and SOX2 genes with GATA3 has the ability to reprogram human cells.	Our results show that it is possible to replace OCT4 and SOX2 simultaneously with alternative lineage specifiers in the reprogramming of human cells. Here we report on a strategy to accomplish this replacement. Since the initial discovery that OCT4, SOX2, KLF4, and c-MYC overexpression sufficed for the induction of pluripotency in somatic cells, methodologies replacing the original factors have enhanced our understanding of the reprogramming process. However, unlike in mouse, OCT4 has not been replaced successfully during reprogramming of human cells. Through a combination of transcriptome and bioinformatic analysis we have identified factors previously characterized as being lineage specifiers that are able to replace OCT4 and SOX2 in the reprogramming of human fibroblasts.	NOT_ENOUGH_INFO
416	Replacement of histone H2A with H2A.Z accelerates gene activation in yeasts by destabilizing +1 nucleosomes.	Immunoprecipitation studies of nucleosome core particles (NCPs) show that NCPs that contain both H3.3 and H2A.Z are even less stable than NCPs containing H3.3 and H2A.	SUPPORTS
417	Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in hepatic glucose metabolism.	Although the underlying mechanism is unclear, hepatic gluconeogenesis is also regulated by the circadian clock, which coordinates glucose metabolism with changes in the external environment. Circadian control of gene expression is achieved by two transcriptional activators, Clock and Bmal1, which stimulate cryptochrome (Cry1 and Cry2) and Period (Per1, Per2 and Per3) repressors that feed back on Clock-Bmal1 activity. Here we show that Creb activity during fasting is modulated by Cry1 and Cry2, which are rhythmically expressed in the liver. Cry1 expression was elevated during the night-day transition, when it reduced fasting gluconeogenic gene expression by blocking glucagon-mediated increases in intracellular cAMP concentrations and in the protein kinase A-mediated phosphorylation of Creb.	SUPPORTS
418	Ribosomal protein (RP) expression is controlled in part by stress-activated regulators.	Phosphorylation and cytoplasmic retention of GLN3 are also dependent on the TOR effector TAP42, and are antagonized by the type-2A-related phosphatase SIT4. The binding of GLN3 to URE2 requires TOR-dependent phosphorylation of GLN3. Thus, the TOR signalling pathway broadly controls nutrient metabolism by sequestering several transcription factors in the cytoplasm.	NOT_ENOUGH_INFO
419	Ribosome-inactivating protein-2 (RIP-2) interacts with the p75 NTR death domain	Importantly, proteolytic processing of p75(NTR) was observed in p75(NTR)-positive patient tumor specimens and brain tumor initiating cells. The multifunctional signaling protein p75 neurotrophin receptor (p75(NTR)) is a central regulator and major contributor to the highly invasive nature of malignant gliomas. Expression of cleavage-resistant chimeras of p75(NTR) or treatment of animals bearing p75(NTR)-positive intracranial tumors with clinically applicable gamma-secretase inhibitors resulted in dramatically decreased glioma invasion and prolonged survival.	NOT_ENOUGH_INFO
420	Ribosomopathies have a high degree of cell and tissue specific pathology.	Unexpectedly, a ribosomal protein (RP) expression screen reveals dynamic regulation of individual RPs within the vertebrate embryo. Collectively, these findings suggest that RP activity may be highly regulated to impart a new layer of specificity in the control of gene expression and mammalian development.	SUPPORTS
421	Rising temperatures caused by global warming increases risk of dengue fever transmission.	As only 1 of 217 pairs of serologic specimens tested in positive clusters revealed a recent DENV infection that occurred prior to cluster initiation, we attribute the observed DENV transmission subsequent to cluster investigation to recent DENV transmission activity.	NOT_ENOUGH_INFO
422	Rising temperatures caused by global warming lowers the risk of dengue fever transmission.	aegypti collected, all eight (0.8%) dengue-infected mosquitoes came from houses in positive clusters; none from control clusters or schools. As only 1 of 217 pairs of serologic specimens tested in positive clusters revealed a recent DENV infection that occurred prior to cluster initiation, we attribute the observed DENV transmission subsequent to cluster investigation to recent DENV transmission activity. To test the hypothesis that DENV transmission is spatially and temporally focal, we compared geographic and temporal characteristics within Thai villages where DENV are and are not being actively transmitted.    In positive clusters, 12.4% of enrollees became infected in a 15-d period and DENV infections were aggregated centrally near homes of index cases. An improved understanding of variation in transmission patterns is fundamental to conducting surveillance and implementing disease prevention strategies. During primarily DENV-4 transmission seasons, the ratio of inapparent to symptomatic infections was nearly 1:1 among child enrollees.	NOT_ENOUGH_INFO
423	Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.	Synthesis of the available adjusted estimates on mortality yielded a summary relative risk of 0.96 (95% confidence interval [CI], 0.93–1.00) for teaching versus nonteaching healthcare structures and 1.04 (95% CI, 0.99–1.10) for minor teaching versus nonteaching ones. Conclusions  The available data are limited by their nonrandomized design, but overall they do not suggest that a healthcare facility's teaching status on its own markedly improves or worsens patient outcomes.	SUPPORTS
424	Roughly 55% of women with chronic pelvic pain have no underlying pathology.	No differences were observed between the LUNA group and the no LUNA group for quality of life.    Operative interruption of nerve trunks in the uterosacral ligaments by laparoscopic uterosacral nerve ablation (LUNA) is a treatment option for patients with chronic pelvic pain.    The primary outcome was pain, which was assessed by a visual analogue scale. OBJECTIVE To assess the effectiveness of LUNA in patients with chronic pelvic pain.    Follow-up was conducted by questionnaires mailed at 3 and 6 months and at 1, 2, 3, and 5 years.    CONTEXT Chronic pelvic pain is a common condition with a major effect on health-related quality of life, work productivity, and health care use.	NOT_ENOUGH_INFO
425	ScPif1p has reduced binding ability to G-rich ssDNA compared to non-G-rich ssDNA.	Moreover, Pif1 helicases from organisms separated by more than 3 billion years of evolution suppressed DNA damage at G-quadruplex motifs in yeast.	NOT_ENOUGH_INFO
426	Self-advocacy training is effective at decreasing homelessness.	RESULTS Mental health problems remained significantly higher in rehoused mothers and their children than in the comparison group (mothers 26% v 5%, P = 0.04; children 39% v 11%, P = 0.0003). Homeless mothers continued to have significantly less social support at follow up. SETTING City of Birmingham.   	NOT_ENOUGH_INFO
427	Sepsis related mortality has remained stable between 2009-2014.	In-hospital mortality using clinical criteria declined (−3.3%/y [95% CI, −5.6% to −1.0%], P = .004), but there was no significant change in the combined outcome of death or discharge to hospice (−1.3%/y [95% CI, −3.2% to 0.6%], P = .19). Conclusions and Relevance In clinical data from 409 hospitals, sepsis was present in 6% of adult hospitalizations, and in contrast to claims-based analyses, neither the incidence of sepsis nor the combined outcome of death or discharge to hospice changed significantly between 2009-2014.	SUPPORTS
428	Sepsis related mortality has risen from 2009 to 2014.	In-hospital mortality using clinical criteria declined (−3.3%/y [95% CI, −5.6% to −1.0%], P = .004), but there was no significant change in the combined outcome of death or discharge to hospice (−1.3%/y [95% CI, −3.2% to 0.6%], P = .19). Conclusions and Relevance In clinical data from 409 hospitals, sepsis was present in 6% of adult hospitalizations, and in contrast to claims-based analyses, neither the incidence of sepsis nor the combined outcome of death or discharge to hospice changed significantly between 2009-2014.	REFUTES
429	Sequence conservation in gene regulatory regions between species is a high-accuracy predictor of conserved functionality.	In contrast, almost all liver promoters are partially or fully conserved across these species. Most of the recently evolved enhancers arise from ancestral DNA exaptation, rather than lineage-specific expansions of repeat elements.	NOT_ENOUGH_INFO
430	Sequence conservation in gene regulatory regions between species is a poor predictor of conserved functionality.	Our data further reveal that recently evolved enhancers can be associated with genes under positive selection, demonstrating the power of this approach for annotating regulatory adaptations in genomic sequences. Here, we track the evolution of promoters and enhancers active in liver across 20 mammalian species from six diverse orders by profiling genomic enrichment of H3K27 acetylation and H3K4 trimethylation. These results provide important insight into the functional genetics underpinning mammalian regulatory evolution. In contrast, almost all liver promoters are partially or fully conserved across these species. The mammalian radiation has corresponded with rapid changes in noncoding regions of the genome, but we lack a comprehensive understanding of regulatory evolution in mammals.	NOT_ENOUGH_INFO
431	Side effects associated with antidepressants increases risk of stroke.	The group of other antidepressants was associated with the highest adjusted hazard ratios for all cause mortality (1.66, 1.56 to 1.77), attempted suicide/self harm (5.16, 3.90 to 6.83), stroke/transient ischaemic attack (1.37, 1.22 to 1.55), fracture (1.64, 1.46 to 1.84), and epilepsy/seizures (2.24, 1.60 to 3.15), compared with when antidepressants were not being used.	SUPPORTS
432	Side effects associated with antidepressants lower risk of myocardial infarction.	Significantly different associations also existed between the individual drugs for the same seven outcomes; trazodone (tricyclic antidepressant), mirtazapine, and venlafaxine (both in the group of other antidepressants) were associated with the highest rates for some of these outcomes. A total of 1,398,359 antidepressant prescriptions were issued: 764,659 (54.7%) for selective serotonin reuptake inhibitors, 442,192 (31.6%) for tricyclic antidepressants, 2203 (0.2%) for monoamine oxidase inhibitors, and 189,305 (13.5%) for the group of other antidepressants. Among individual drugs, trazodone, mirtazapine, and venlafaxine were associated with the highest risks for some outcomes. CONCLUSIONS Selective serotonin reuptake inhibitors and drugs in the group of other antidepressants were associated with an increased risk of several adverse outcomes compared with tricyclic antidepressants. Selective serotonin reuptake inhibitors were associated with the highest adjusted hazard ratios for falls (1.66, 95% confidence interval 1.58 to 1.73) and hyponatraemia (1.52, 1.33 to 1.75) compared with when antidepressants were not being used.	NOT_ENOUGH_INFO
433	Sn is present on mature DCs during inflammation in vivo.	Initial studies identified the C-type lectin DC-SIGN as the HIV-1 binding factor on DCs, which interacts with the viral envelope glycoproteins. These findings identify Siglec-1 as a key factor for HIV-1 spread via infectious DC/T-cell synapses, highlighting a novel mechanism that mediates HIV-1 dissemination in activated tissues.	NOT_ENOUGH_INFO
434	Specialized functional cell types can be derived from human pluripotent stem cells.	Here we consider emerging research creating human tissue mimics and provide some recommendations for moving the field forward. Many of these models assume cell-autonomous mechanisms of disease but it is possible that disease phenotypes or drug responses will only be evident if all cellular and extracellular components of a tissue are present and functionally mature. Defined genetic models based on human pluripotent stem cells have opened new avenues for understanding disease mechanisms and drug screening.	NOT_ENOUGH_INFO
435	Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.	By contrast, on a stiff hydrogel matrix, hESCs show elevated integrin-dependent GSK3 and Src activity that promotes β-catenin degradation and inhibits differentiation.	REFUTES
436	Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.	By contrast, on a stiff hydrogel matrix, hESCs show elevated integrin-dependent GSK3 and Src activity that promotes β-catenin degradation and inhibits differentiation.	SUPPORTS
437	Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.	RESULTS Univariate conditional logistic regression analysis found that cases were more likely to be men, to be of lower estimated social class, and to have had academic difficulties during their medical course, especially in the early years. Multivariable analysis showed that male sex (odds ratio 9.80, 95% confidence interval 2.43 to 39.44, P=0.001), lower social class (4.28, 1.52 to 12.09, P=0.006), and failure of early or preclinical examinations (5.47, 2.17 to 13.79, P<0.001) were independently associated with being a case.    CONCLUSIONS This small study suggests that male sex, a lower socioeconomic background, and early academic difficulties at medical school could be risk factors for subsequent professional misconduct.	SUPPORTS
438	Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.	RESULTS Univariate conditional logistic regression analysis found that cases were more likely to be men, to be of lower estimated social class, and to have had academic difficulties during their medical course, especially in the early years. Multivariable analysis showed that male sex (odds ratio 9.80, 95% confidence interval 2.43 to 39.44, P=0.001), lower social class (4.28, 1.52 to 12.09, P=0.006), and failure of early or preclinical examinations (5.47, 2.17 to 13.79, P<0.001) were independently associated with being a case.    CONCLUSIONS This small study suggests that male sex, a lower socioeconomic background, and early academic difficulties at medical school could be risk factors for subsequent professional misconduct.	REFUTES
439	Suboptimal nutrition is a leading cause of premature death	In 2015, the ten largest contributors to global DALYs among Level 3 risks were high systolic blood pressure (211·8 million [192·7 million to 231·1 million] global DALYs), smoking (148·6 million [134·2 million to 163·1 million]), high fasting plasma glucose (143·1 million [125·1 million to 163·5 million]), high BMI (120·1 million [83·8 million to 158·4 million]), childhood undernutrition (113·3 million [103·9 million to 123·4 million]), ambient particulate matter (103·1 million [90·8 million to 115·1 million]), high total cholesterol (88·7 million [74·6 million to 105·7 million]), household air pollution (85·6 million [66·7 million to 106·1 million]), alcohol use (85·0 million [77·2 million to 93·0 million]), and diets high in sodium (83·0 million [49·3 million to 127·5 million]).	SUPPORTS
440	Suboptimal nutrition is a leading cause of premature death	The leading risk factors related to DALYs were dietary risks, tobacco smoking, high body mass index, high blood pressure, high fasting plasma glucose, physical inactivity, and alcohol use.	SUPPORTS
441	Sudden death can occur in patients with complex ventricular arrhythmias.	Cardiac beta-receptor functional efficiency was studied by the heart rate (HR) response to intravenous infusion of isoproterenol (5 minutes after 2 mg of atropine, 5, 10, and 15 ng/kg per minute during 5 minutes per step). To evaluate the density and affinity constants of myocardial muscarinic receptors, PET with (11)C-MQNB (methylquinuclidinyl benzilate), a specific hydrophilic antagonist, was used. The mean muscarinic receptor density was higher in patients than in control subjects (B'(max), 35.5+/-8.9 versus 26.1+/-6.7 pmol/mL, P=0.003), without change in receptor affinity. CONCLUSIONS Cardiac autonomic denervation in familial amyloid polyneuropathy results in an upregulation of myocardial muscarinic receptors but without change in cardiac beta-receptor responsiveness to catecholamines.	NOT_ENOUGH_INFO
